;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te;auc_dif
40;{'n_estimators': 188, 'max_depth': 17, 'min_samples_leaf': 39, 'criterion': 'gini'};RandomForest;93,62%;74,26%;77,63%;71,08%;70,78%;"[[263   4  18   4]
 [ 32 135  63  10]
 [  6   1 233   0]
 [  6  26  73  70]]";87,08%;67,93%;69,89%;64,46%;62,94%;"[[66  2  5  0]
 [13 23 20  4]
 [ 1  2 57  0]
 [ 4  9 16 15]]";6,55%
125;{'n_estimators': 87, 'max_depth': 5, 'learning_rate': 0,6532448979591837};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,35%;67,51%;64,68%;63,96%;62,93%;"[[65  3  3  2]
 [12 30 13  5]
 [ 2  2 51  5]
 [ 6 12 12 14]]";10,65%
243;{'n_estimators': 64, 'max_depth': 9, 'min_data_in_leaf': 116, 'learning_rate': 0,017306122448979593};Lighgbm;96,95%;81,57%;84,16%;79,19%;79,76%;"[[268   6  12   3]
 [ 18 176  40   6]
 [  8   2 230   0]
 [ 11  14  54  96]]";88,60%;68,35%;68,67%;64,57%;62,93%;"[[64  5  3  1]
 [ 9 29 18  4]
 [ 2  1 57  0]
 [ 6 10 16 12]]";8,35%
135;{'n_estimators': 103, 'max_depth': 18, 'min_data_in_leaf': 433, 'learning_rate': 0,09883673469387755};Lighgbm;96,80%;83,69%;84,79%;81,70%;82,12%;"[[268   6  11   4]
 [ 16 182  33   9]
 [  6   0 233   1]
 [  8  21  39 107]]";88,36%;66,24%;64,86%;63,32%;62,37%;"[[63  6  4  0]
 [10 25 19  6]
 [ 2  1 52  5]
 [ 3 10 14 17]]";8,44%
14;{'n_estimators': 114, 'max_depth': 15, 'learning_rate': 0,6206326530612245};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,03%;67,09%;64,23%;63,40%;62,36%;"[[65  4  3  1]
 [11 31 13  5]
 [ 2  3 50  5]
 [ 3 13 15 13]]";9,97%
129;{'n_estimators': 17, 'max_depth': 13, 'min_data_in_leaf': 260, 'learning_rate': 0,7347755102040816};Lighgbm;99,68%;95,55%;95,82%;95,06%;95,34%;"[[286   0   3   0]
 [  8 220  10   2]
 [  1   0 237   2]
 [  4   4   8 159]]";89,08%;66,67%;62,95%;63,05%;62,19%;"[[64  4  3  2]
 [ 7 32 12  9]
 [ 2  4 49  5]
 [ 2 13 16 13]]";10,61%
225;{'n_estimators': 87, 'max_depth': 13, 'min_data_in_leaf': 433, 'learning_rate': 0,09883673469387755};Lighgbm;96,24%;82,63%;83,98%;80,58%;81,04%;"[[268   6  12   3]
 [ 17 177  37   9]
 [  7   1 230   2]
 [  9  20  41 105]]";88,10%;66,24%;65,06%;63,32%;62,16%;"[[63  6  4  0]
 [10 23 20  7]
 [ 2  2 54  2]
 [ 3 11 13 17]]";8,14%
126;{'n_estimators': 25, 'max_depth': 6, 'min_data_in_leaf': 318, 'learning_rate': 0,09883673469387755};Lighgbm;93,20%;75,21%;79,33%;72,30%;72,37%;"[[265   4  18   2]
 [ 37 138  58   7]
 [  9   2 229   0]
 [ 13  21  63  78]]";86,77%;66,67%;67,84%;63,13%;61,77%;"[[65  4  4  0]
 [11 24 21  4]
 [ 2  3 55  0]
 [ 4 12 14 14]]";6,44%
281;{'n_estimators': 33, 'max_depth': 19, 'learning_rate': 0,017306122448979593};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";86,07%;65,82%;62,86%;62,60%;61,50%;"[[63  7  2  1]
 [13 26 12  9]
 [ 2  4 52  2]
 [ 5 11 13 15]]";13,93%
250;{'n_estimators': 192, 'max_depth': 4, 'min_samples_leaf': 1, 'criterion': 'entropy'};RandomForest;95,77%;76,59%;81,64%;73,61%;73,87%;"[[267   3  16   3]
 [ 28 145  63   4]
 [  7   0 233   0]
 [  4  18  75  78]]";86,99%;67,09%;67,12%;63,47%;61,41%;"[[66  2  5  0]
 [13 21 20  6]
 [ 1  1 58  0]
 [ 2 11 17 14]]";8,79%
13;{'n_estimators': 48, 'max_depth': 20, 'min_samples_leaf': 39, 'criterion': 'gini'};RandomForest;93,25%;75,11%;78,46%;71,94%;71,74%;"[[264   4  17   4]
 [ 28 141  62   9]
 [  5   2 233   0]
 [  6  26  72  71]]";86,01%;66,67%;67,63%;63,06%;61,31%;"[[66  2  5  0]
 [13 22 20  5]
 [ 1  3 56  0]
 [ 4  9 17 14]]";7,25%
100;{'n_estimators': 122, 'max_depth': 3, 'min_samples_leaf': 1, 'criterion': 'entropy'};RandomForest;91,11%;71,50%;76,60%;68,38%;67,65%;"[[265   2  19   3]
 [ 59 106  67   8]
 [  7   0 233   0]
 [ 10  20  74  71]]";85,31%;67,09%;68,74%;63,85%;61,29%;"[[67  1  5  0]
 [19 16 20  5]
 [ 0  1 59  0]
 [ 3  7 17 17]]";5,80%
253;{'n_estimators': 64, 'max_depth': 4, 'min_samples_leaf': 10, 'criterion': 'entropy'};RandomForest;94,80%;75,64%;80,04%;72,54%;72,56%;"[[266   3  18   2]
 [ 28 141  63   8]
 [  6   1 233   0]
 [  5  21  75  74]]";86,80%;66,24%;66,64%;62,87%;61,19%;"[[65  3  5  0]
 [13 21 20  6]
 [ 1  3 56  0]
 [ 2  9 18 15]]";8,00%
102;{'n_estimators': 13, 'max_depth': 18, 'min_data_in_leaf': 414, 'learning_rate': 0,37604081632653064};Lighgbm;93,93%;77,44%;78,99%;74,94%;75,17%;"[[259   8  16   6]
 [ 24 161  46   9]
 [  7   6 224   3]
 [ 10  24  54  87]]";87,02%;64,98%;63,47%;62,14%;60,83%;"[[62  6  5  0]
 [12 21 19  8]
 [ 2  3 54  1]
 [ 3 12 12 17]]";6,91%
26;{'n_estimators': 103, 'max_depth': 11, 'learning_rate': 0,001};XGBoost;99,99%;99,36%;99,35%;99,30%;99,32%;"[[289   0   0   0]
 [  0 236   3   1]
 [  0   0 240   0]
 [  0   0   2 173]]";84,14%;64,56%;61,48%;61,42%;60,78%;"[[60  7  5  1]
 [ 8 32 12  8]
 [ 4  3 47  6]
 [ 7 13 10 14]]";15,85%
3;{'n_estimators': 118, 'max_depth': 18, 'min_data_in_leaf': 395, 'learning_rate': 0,017306122448979593};Lighgbm;91,96%;73,09%;77,35%;70,15%;70,02%;"[[262   5  20   2]
 [ 43 126  63   8]
 [ 11   2 227   0]
 [ 12  23  65  75]]";85,13%;66,24%;66,39%;62,34%;60,08%;"[[66  3  4  0]
 [13 22 21  4]
 [ 1  1 57  1]
 [ 6 11 15 12]]";6,83%
196;{'n_estimators': 157, 'max_depth': 15, 'min_samples_leaf': 49, 'criterion': 'entropy'};RandomForest;92,20%;72,46%;76,74%;69,35%;68,89%;"[[263   4  19   3]
 [ 46 118  67   9]
 [  8   0 232   0]
 [  6  24  74  71]]";86,55%;66,67%;66,64%;62,98%;60,05%;"[[67  1  5  0]
 [17 17 20  6]
 [ 0  0 60  0]
 [ 3 10 17 14]]";5,65%
195;{'n_estimators': 10, 'max_depth': 9, 'min_data_in_leaf': 58, 'learning_rate': 0,033612244897959186};Lighgbm;97,01%;78,39%;82,37%;75,02%;75,17%;"[[277   4   7   1]
 [ 29 167  43   1]
 [ 13   4 223   0]
 [ 21  28  53  73]]";88,78%;67,51%;67,02%;62,83%;59,79%;"[[66  5  2  0]
 [14 30 13  3]
 [ 2  1 57  0]
 [ 9 16 12  7]]";8,24%
192;{'n_estimators': 72, 'max_depth': 1, 'min_data_in_leaf': 443, 'learning_rate': 0,017306122448979593};Lighgbm;89,83%;70,66%;76,49%;67,39%;66,67%;"[[267   3  19   0]
 [ 67 104  64   5]
 [  8   4 228   0]
 [ 15  22  70  68]]";82,62%;64,98%;68,67%;61,16%;59,25%;"[[65  3  5  0]
 [17 22 19  2]
 [ 3  2 55  0]
 [ 5 10 17 12]]";7,21%
223;{'n_estimators': 141, 'max_depth': 9, 'min_samples_leaf': 68, 'criterion': 'gini'};RandomForest;90,53%;71,40%;76,32%;68,31%;67,73%;"[[263   3  20   3]
 [ 56 110  65   9]
 [  9   1 230   0]
 [ 13  18  73  71]]";85,61%;65,40%;65,30%;61,58%;58,76%;"[[67  1  5  0]
 [17 17 21  5]
 [ 0  2 58  0]
 [ 4 11 16 13]]";4,91%
259;{'n_estimators': 33, 'max_depth': 17, 'min_samples_leaf': 58, 'criterion': 'entropy'};RandomForest;89,90%;70,34%;74,16%;67,15%;66,27%;"[[263   4  19   3]
 [ 58 104  67  11]
 [ 10   1 229   0]
 [  7  26  74  68]]";84,35%;65,40%;65,67%;61,20%;58,07%;"[[68  0  5  0]
 [18 18 20  4]
 [ 1  1 58  0]
 [ 5 13 15 11]]";5,55%
154;{'n_estimators': 44, 'max_depth': 15, 'min_samples_leaf': 68, 'criterion': 'entropy'};RandomForest;89,30%;69,28%;73,97%;66,00%;64,77%;"[[265   3  18   3]
 [ 73  93  66   8]
 [  9   1 230   0]
 [ 11  24  74  66]]";84,07%;64,98%;65,11%;60,79%;57,22%;"[[68  0  5  0]
 [21 16 19  4]
 [ 1  0 59  0]
 [ 4 13 16 11]]";5,24%
139;{'n_estimators': 184, 'max_depth': 20, 'min_samples_leaf': 77, 'criterion': 'gini'};RandomForest;89,78%;69,60%;74,91%;66,42%;65,40%;"[[263   2  21   3]
 [ 70  96  66   8]
 [  9   1 230   0]
 [ 13  20  74  68]]";85,11%;64,14%;63,30%;60,18%;57,12%;"[[67  1  5  0]
 [19 16 20  5]
 [ 0  3 57  0]
 [ 4 12 16 12]]";4,67%
112;{'n_estimators': 91, 'max_depth': 9, 'min_samples_leaf': 77, 'criterion': 'entropy'};RandomForest;88,99%;67,37%;72,40%;64,31%;62,49%;"[[263   3  21   2]
 [ 88  73  68  11]
 [  9   1 230   0]
 [ 12  19  74  70]]";84,35%;64,56%;65,65%;60,52%;56,77%;"[[68  0  5  0]
 [23 14 19  4]
 [ 1  0 59  0]
 [ 4 10 18 12]]";4,63%
265;{'n_estimators': 25, 'max_depth': 8, 'min_samples_leaf': 154, 'criterion': 'gini'};RandomForest;85,17%;56,99%;61,19%;52,05%;44,60%;"[[263   2  24   0]
 [146  27  66   1]
 [  8   1 231   0]
 [ 35  51  72  17]]";80,74%;57,38%;62,53%;52,45%;44,99%;"[[67  0  6  0]
 [33  6 21  0]
 [ 0  2 58  0]
 [14 10 15  5]]";4,44%
99;{'n_estimators': 21, 'max_depth': 10, 'min_data_in_leaf': 452, 'learning_rate': 0,033612244897959186};Lighgbm;87,91%;64,83%;71,81%;60,83%;58,07%;"[[266   2  21   0]
 [104  71  64   1]
 [  9   2 229   0]
 [ 23  37  69  46]]";80,85%;61,18%;64,68%;56,73%;52,70%;"[[68  2  3  0]
 [27 13 19  1]
 [ 3  2 55  0]
 [ 6 12 17  9]]";7,06%
73;{'n_estimators': 95, 'max_depth': 4, 'min_samples_leaf': 135, 'criterion': 'entropy'};RandomForest;85,23%;59,75%;65,09%;55,97%;49,80%;"[[269   0  20   0]
 [154  15  68   3]
 [ 11   0 229   0]
 [ 35  15  74  51]]";80,90%;58,65%;59,26%;54,08%;46,58%;"[[68  0  5  0]
 [33  4 21  2]
 [ 1  0 59  0]
 [14  6 16  8]]";4,32%
133;{'n_estimators': 165, 'max_depth': 3, 'min_samples_leaf': 125, 'criterion': 'entropy'};RandomForest;86,17%;61,12%;65,72%;57,65%;52,72%;"[[264   1  22   2]
 [141  26  68   5]
 [ 10   0 230   0]
 [ 24  20  74  57]]";82,02%;60,34%;61,92%;56,20%;49,74%;"[[68  0  5  0]
 [32  5 20  3]
 [ 1  0 59  0]
 [10  5 18 11]]";4,15%
220;{'n_estimators': 87, 'max_depth': 18, 'min_samples_leaf': 125, 'criterion': 'entropy'};RandomForest;85,85%;60,91%;65,51%;57,36%;52,43%;"[[264   2  22   1]
 [141  26  69   4]
 [ 10   0 230   0]
 [ 24  22  74  55]]";81,83%;59,49%;61,52%;55,22%;48,00%;"[[68  0  5  0]
 [32  4 20  4]
 [ 1  0 59  0]
 [13  3 18 10]]";4,02%
49;{'n_estimators': 25, 'max_depth': 18, 'min_samples_leaf': 125, 'criterion': 'gini'};RandomForest;86,33%;61,76%;67,47%;57,28%;52,77%;"[[261   3  25   0]
 [111  59  68   2]
 [  6   1 233   0]
 [ 24  49  72  30]]";82,33%;59,49%;61,73%;54,76%;48,76%;"[[66  1  6  0]
 [28 10 21  1]
 [ 0  1 59  0]
 [ 6 14 18  6]]";4,00%
115;{'n_estimators': 130, 'max_depth': 11, 'min_samples_leaf': 125, 'criterion': 'gini'};RandomForest;87,05%;63,03%;68,33%;59,31%;55,48%;"[[267   1  20   1]
 [125  44  67   4]
 [  9   0 231   0]
 [ 19  29  74  53]]";83,05%;61,18%;61,13%;56,89%;51,33%;"[[68  0  5  0]
 [29  8 20  3]
 [ 1  0 59  0]
 [ 8 10 16 10]]";4,00%
205;{'n_estimators': 188, 'max_depth': 9, 'min_samples_leaf': 125, 'criterion': 'entropy'};RandomForest;86,20%;61,33%;66,63%;57,86%;53,00%;"[[264   1  22   2]
 [140  27  69   4]
 [  9   0 231   0]
 [ 25  19  74  57]]";82,21%;60,34%;63,29%;56,20%;49,81%;"[[68  0  5  0]
 [33  5 20  2]
 [ 1  0 59  0]
 [10  5 18 11]]";3,99%
145;{'n_estimators': 99, 'max_depth': 4, 'min_samples_leaf': 116, 'criterion': 'entropy'};RandomForest;86,37%;62,08%;66,47%;58,72%;54,54%;"[[263   0  23   3]
 [134  34  66   6]
 [ 10   1 229   0]
 [ 19  23  73  60]]";82,41%;59,49%;58,99%;55,45%;48,62%;"[[67  0  6  0]
 [32  4 20  4]
 [ 1  0 59  0]
 [10  5 18 11]]";3,96%
174;{'n_estimators': 161, 'max_depth': 9, 'min_data_in_leaf': 125, 'learning_rate': 0,001};Lighgbm;91,95%;59,53%;45,79%;53,53%;46,75%;"[[284   2   3   0]
 [123  77  40   0]
 [ 31   8 201   0]
 [ 82  39  54   0]]";85,64%;61,18%;46,66%;55,30%;48,55%;"[[69  3  1  0]
 [25 21 14  0]
 [ 5  0 55  0]
 [26 11  7  0]]";6,31%
52;{'n_estimators': 161, 'max_depth': 2, 'min_samples_leaf': 164, 'criterion': 'gini'};RandomForest;84,39%;54,03%;57,16%;48,69%;38,30%;"[[264   1  24   0]
 [163   9  68   0]
 [  9   0 231   0]
 [ 42  45  82   6]]";80,43%;56,54%;60,95%;51,39%;41,99%;"[[68  0  5  0]
 [36  3 21  0]
 [ 1  0 59  0]
 [13  7 20  4]]";3,96%
70;{'n_estimators': 29, 'max_depth': 4, 'min_samples_leaf': 270, 'criterion': 'entropy'};RandomForest;79,45%;52,12%;30,43%;46,78%;34,90%;"[[253   0  36   0]
 [164   5  71   0]
 [  5   1 234   0]
 [ 67  29  79   0]]";75,54%;52,32%;29,75%;46,84%;34,83%;"[[65  0  8  0]
 [37  1 22  0]
 [ 1  1 58  0]
 [17  7 20  0]]";3,91%
160;{'n_estimators': 134, 'max_depth': 2, 'min_samples_leaf': 164, 'criterion': 'entropy'};RandomForest;82,41%;52,75%;31,25%;47,34%;35,71%;"[[257   0  32   0]
 [164   7  69   0]
 [  6   0 234   0]
 [ 56  38  81   0]]";78,51%;54,01%;33,17%;48,44%;36,37%;"[[66  0  7  0]
 [37  2 21  0]
 [ 0  0 60  0]
 [15  7 22  0]]";3,90%
136;{'n_estimators': 145, 'max_depth': 9, 'min_samples_leaf': 154, 'criterion': 'entropy'};RandomForest;83,57%;53,81%;56,92%;48,30%;37,13%;"[[266   0  23   0]
 [165   8  67   0]
 [  8   0 232   0]
 [ 51  44  78   2]]";79,76%;55,27%;58,78%;49,69%;38,18%;"[[68  0  5  0]
 [37  2 21  0]
 [ 0  0 60  0]
 [17  7 19  1]]";3,82%
55;{'n_estimators': 21, 'max_depth': 16, 'min_samples_leaf': 212, 'criterion': 'gini'};RandomForest;79,64%;53,60%;37,15%;47,99%;35,95%;"[[267   0  22   0]
 [156   9  75   0]
 [ 10   0 230   0]
 [ 51  13 111   0]]";75,83%;54,43%;34,73%;48,63%;36,48%;"[[69  0  4  0]
 [35  2 23  0]
 [ 1  1 58  0]
 [19  4 21  0]]";3,82%
214;{'n_estimators': 48, 'max_depth': 18, 'min_samples_leaf': 193, 'criterion': 'entropy'};RandomForest;79,89%;51,80%;28,68%;46,45%;34,07%;"[[254   0  35   0]
 [166   2  72   0]
 [  7   0 233   0]
 [ 68  21  86   0]]";76,08%;51,90%;26,28%;46,50%;33,56%;"[[64  0  9  0]
 [38  0 22  0]
 [ 1  0 59  0]
 [19  3 22  0]]";3,80%
226;{'n_estimators': 192, 'max_depth': 11, 'min_samples_leaf': 154, 'criterion': 'entropy'};RandomForest;83,51%;53,60%;56,40%;48,18%;37,07%;"[[263   0  26   0]
 [164   7  69   0]
 [  7   0 233   0]
 [ 51  43  78   3]]";79,78%;55,27%;59,23%;49,84%;38,96%;"[[68  0  5  0]
 [37  2 21  0]
 [ 1  0 59  0]
 [16  6 20  2]]";3,74%
163;{'n_estimators': 106, 'max_depth': 13, 'min_samples_leaf': 202, 'criterion': 'entropy'};RandomForest;80,00%;52,01%;29,04%;46,68%;34,16%;"[[253   0  36   0]
 [168   2  70   0]
 [  4   0 236   0]
 [ 71  18  86   0]]";76,28%;52,32%;26,60%;46,92%;33,90%;"[[64  0  9  0]
 [38  0 22  0]
 [ 0  0 60  0]
 [16  4 24  0]]";3,73%
46;{'n_estimators': 153, 'max_depth': 17, 'min_samples_leaf': 270, 'criterion': 'entropy'};RandomForest;79,82%;52,44%;28,84%;46,99%;34,60%;"[[259   0  30   0]
 [170   2  68   0]
 [  6   0 234   0]
 [ 66  25  84   0]]";76,12%;53,16%;35,05%;47,68%;34,90%;"[[65  0  8  0]
 [38  1 21  0]
 [ 0  0 60  0]
 [19  2 23  0]]";3,69%
274;{'n_estimators': 10, 'max_depth': 6, 'min_samples_leaf': 174, 'criterion': 'entropy'};RandomForest;78,07%;52,86%;33,72%;47,39%;35,51%;"[[260   0  29   0]
 [158   8  74   0]
 [  9   0 231   0]
 [ 54  21 100   0]]";74,39%;52,74%;30,51%;47,26%;34,90%;"[[65  0  8  0]
 [37  1 22  0]
 [ 1  0 59  0]
 [14  6 24  0]]";3,68%
19;{'n_estimators': 141, 'max_depth': 8, 'min_samples_leaf': 270, 'criterion': 'entropy'};RandomForest;79,83%;52,12%;27,86%;46,68%;34,19%;"[[259   0  30   0]
 [172   1  67   0]
 [  8   0 232   0]
 [ 67  22  86   0]]";76,18%;52,74%;32,86%;47,26%;34,70%;"[[65  0  8  0]
 [38  1 21  0]
 [ 1  0 59  0]
 [18  3 23  0]]";3,66%
165;{'n_estimators': 106, 'max_depth': 1, 'min_data_in_leaf': 250, 'learning_rate': 0,001};Lighgbm;85,57%;52,12%;50,03%;46,32%;35,67%;"[[279   0  10   0]
 [176  11  53   0]
 [ 38   0 202   0]
 [117   1  57   0]]";80,14%;52,74%;44,34%;46,89%;35,80%;"[[70  0  3  0]
 [41  2 17  0]
 [ 7  0 53  0]
 [34  1  9  0]]";5,43%
271;{'n_estimators': 79, 'max_depth': 7, 'min_samples_leaf': 193, 'criterion': 'gini'};RandomForest;80,56%;53,28%;33,38%;47,79%;35,84%;"[[261   0  28   0]
 [162   8  70   0]
 [  6   0 234   0]
 [ 48  24 103   0]]";76,96%;54,01%;34,50%;48,29%;36,19%;"[[68  0  5  0]
 [36  2 22  0]
 [ 2  0 58  0]
 [16  5 23  0]]";3,60%
175;{'n_estimators': 196, 'max_depth': 16, 'min_samples_leaf': 97, 'criterion': 'gini'};RandomForest;88,15%;66,84%;72,56%;63,62%;61,71%;"[[262   2  22   3]
 [ 94  73  67   6]
 [  8   1 231   0]
 [ 15  22  73  65]]";84,56%;62,87%;62,64%;58,86%;54,98%;"[[68  0  5  0]
 [24 12 20  4]
 [ 1  2 57  0]
 [ 5 11 16 12]]";3,59%
25;{'n_estimators': 52, 'max_depth': 9, 'min_samples_leaf': 97, 'criterion': 'gini'};RandomForest;87,64%;65,68%;71,16%;62,30%;59,97%;"[[261   3  24   1]
 [ 99  67  68   6]
 [  7   1 232   0]
 [ 16  27  72  60]]";84,05%;61,18%;59,89%;56,89%;52,50%;"[[68  0  5  0]
 [24 11 21  4]
 [ 1  3 56  0]
 [ 6 12 16 10]]";3,59%
190;{'n_estimators': 172, 'max_depth': 13, 'min_samples_leaf': 116, 'criterion': 'gini'};RandomForest;87,37%;64,19%;69,67%;60,80%;57,64%;"[[265   2  20   2]
 [117  50  67   6]
 [  9   1 230   0]
 [ 18  22  74  61]]";83,90%;60,76%;60,37%;56,62%;51,62%;"[[68  0  5  0]
 [29  8 20  3]
 [ 1  2 57  0]
 [ 7 10 16 11]]";3,47%
151;{'n_estimators': 41, 'max_depth': 13, 'min_samples_leaf': 212, 'criterion': 'gini'};RandomForest;79,46%;52,97%;35,90%;47,40%;34,50%;"[[265   1  23   0]
 [160   3  77   0]
 [  8   0 232   0]
 [ 47   4 124   0]]";76,08%;53,16%;26,54%;47,45%;34,02%;"[[68  0  5  0]
 [36  0 24  0]
 [ 2  0 58  0]
 [18  0 26  0]]";3,38%
82;{'n_estimators': 180, 'max_depth': 2, 'min_samples_leaf': 279, 'criterion': 'entropy'};RandomForest;79,72%;51,91%;28,56%;46,54%;34,25%;"[[255   0  34   0]
 [168   2  70   0]
 [  7   0 233   0]
 [ 68  25  82   0]]";76,37%;53,16%;35,07%;47,68%;34,94%;"[[65  0  8  0]
 [38  1 21  0]
 [ 0  0 60  0]
 [21  2 21  0]]";3,35%
58;{'n_estimators': 114, 'max_depth': 7, 'min_samples_leaf': 241, 'criterion': 'entropy'};RandomForest;79,80%;52,44%;28,57%;47,01%;34,18%;"[[258   0  31   0]
 [169   1  70   0]
 [  4   0 236   0]
 [ 77  12  86   0]]";76,46%;52,32%;26,60%;46,92%;33,91%;"[[64  0  9  0]
 [39  0 21  0]
 [ 0  0 60  0]
 [16  4 24  0]]";3,34%
157;{'n_estimators': 168, 'max_depth': 17, 'min_samples_leaf': 231, 'criterion': 'entropy'};RandomForest;79,71%;52,01%;28,06%;46,66%;33,97%;"[[254   0  35   0]
 [167   1  72   0]
 [  4   0 236   0]
 [ 77  15  83   0]]";76,38%;53,16%;31,22%;47,68%;35,14%;"[[65  0  8  0]
 [38  1 21  0]
 [ 0  0 60  0]
 [17  5 22  0]]";3,33%
16;{'n_estimators': 168, 'max_depth': 20, 'min_samples_leaf': 183, 'criterion': 'gini'};RandomForest;81,31%;53,71%;34,15%;48,13%;36,26%;"[[265   0  24   0]
 [163   9  68   0]
 [  7   0 233   0]
 [ 49  24 102   0]]";77,99%;54,01%;32,34%;48,29%;35,56%;"[[68  0  5  0]
 [37  1 22  0]
 [ 1  0 59  0]
 [16  4 24  0]]";3,33%
64;{'n_estimators': 110, 'max_depth': 2, 'min_samples_leaf': 289, 'criterion': 'gini'};RandomForest;79,25%;53,07%;43,11%;47,45%;35,00%;"[[268   0  21   0]
 [166   6  68   0]
 [ 13   0 227   0]
 [ 52   3 120   0]]";75,93%;53,16%;39,10%;47,53%;34,80%;"[[67  0  6  0]
 [38  1 21  0]
 [ 2  0 58  0]
 [19  1 24  0]]";3,32%
85;{'n_estimators': 114, 'max_depth': 18, 'min_samples_leaf': 231, 'criterion': 'entropy'};RandomForest;79,79%;52,12%;28,89%;46,75%;33,91%;"[[255   0  34   0]
 [169   1  70   0]
 [  4   0 236   0]
 [ 79   9  87   0]]";76,49%;52,32%;26,60%;46,92%;33,91%;"[[64  0  9  0]
 [39  0 21  0]
 [ 0  0 60  0]
 [16  4 24  0]]";3,30%
235;{'n_estimators': 161, 'max_depth': 10, 'min_samples_leaf': 231, 'criterion': 'entropy'};RandomForest;79,77%;52,12%;28,87%;46,76%;34,32%;"[[254   0  35   0]
 [168   2  70   0]
 [  4   0 236   0]
 [ 72  21  82   0]]";76,48%;53,59%;34,31%;48,09%;35,96%;"[[65  0  8  0]
 [37  2 21  0]
 [ 0  0 60  0]
 [17  5 22  0]]";3,29%
1;{'n_estimators': 165, 'max_depth': 8, 'min_samples_leaf': 289, 'criterion': 'gini'};RandomForest;79,42%;53,18%;37,98%;47,56%;34,98%;"[[268   0  21   0]
 [166   5  69   0]
 [ 11   0 229   0]
 [ 52   6 117   0]]";76,16%;53,59%;33,28%;47,87%;35,21%;"[[68  0  5  0]
 [38  1 21  0]
 [ 2  0 58  0]
 [17  3 24  0]]";3,27%
76;{'n_estimators': 60, 'max_depth': 5, 'min_samples_leaf': 193, 'criterion': 'gini'};RandomForest;80,74%;53,18%;34,78%;47,66%;35,45%;"[[262   1  26   0]
 [162   7  71   0]
 [  7   0 233   0]
 [ 46  14 115   0]]";77,49%;54,01%;32,34%;48,29%;35,54%;"[[68  0  5  0]
 [36  1 23  0]
 [ 1  0 59  0]
 [15  4 25  0]]";3,25%
166;{'n_estimators': 17, 'max_depth': 14, 'min_samples_leaf': 289, 'criterion': 'gini'};RandomForest;78,37%;52,01%;38,42%;46,32%;33,41%;"[[273   0  16   0]
 [160   1  79   0]
 [ 23   0 217   0]
 [ 41   1 133   0]]";75,16%;51,90%;26,01%;46,28%;33,29%;"[[67  0  6  0]
 [36  0 24  0]
 [ 4  0 56  0]
 [18  1 25  0]]";3,21%
43;{'n_estimators': 172, 'max_depth': 4, 'min_samples_leaf': 298, 'criterion': 'entropy'};RandomForest;79,31%;52,01%;26,24%;46,52%;33,54%;"[[262   0  27   0]
 [174   0  66   0]
 [ 11   0 229   0]
 [ 88   0  87   0]]";76,16%;52,74%;26,45%;47,04%;33,86%;"[[68  0  5  0]
 [40  0 20  0]
 [ 3  0 57  0]
 [21  0 23  0]]";3,15%
268;{'n_estimators': 137, 'max_depth': 8, 'min_samples_leaf': 298, 'criterion': 'entropy'};RandomForest;79,33%;52,12%;26,24%;46,53%;33,54%;"[[267   0  22   0]
 [173   0  67   0]
 [ 15   0 225   0]
 [ 81   0  94   0]]";76,18%;52,32%;26,28%;46,62%;33,60%;"[[68  0  5  0]
 [40  0 20  0]
 [ 4  0 56  0]
 [22  0 22  0]]";3,15%
217;{'n_estimators': 17, 'max_depth': 14, 'min_samples_leaf': 183, 'criterion': 'entropy'};RandomForest;79,39%;53,07%;33,16%;47,67%;36,30%;"[[256   1  32   0]
 [157  11  72   0]
 [  5   1 234   0]
 [ 47  34  94   0]]";76,34%;53,59%;34,24%;48,09%;36,66%;"[[65  0  8  0]
 [35  3 22  0]
 [ 0  1 59  0]
 [16  7 21  0]]";3,05%
295;{'n_estimators': 192, 'max_depth': 15, 'min_samples_leaf': 250, 'criterion': 'gini'};RandomForest;79,52%;53,07%;31,05%;47,51%;34,83%;"[[265   0  24   0]
 [167   3  70   0]
 [  7   0 233   0]
 [ 53  15 107   0]]";76,63%;53,16%;33,08%;47,53%;34,96%;"[[67  0  6  0]
 [38  1 21  0]
 [ 2  0 58  0]
 [18  3 23  0]]";2,89%
289;{'n_estimators': 168, 'max_depth': 13, 'min_samples_leaf': 250, 'criterion': 'gini'};RandomForest;79,65%;53,50%;34,49%;47,91%;35,51%;"[[266   0  23   0]
 [164   6  70   0]
 [  7   0 233   0]
 [ 52  14 109   0]]";76,79%;53,16%;33,05%;47,53%;34,93%;"[[67  0  6  0]
 [38  1 21  0]
 [ 2  0 58  0]
 [16  3 25  0]]";2,86%
